id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20607210,http://www.catalog.slsa.sa.gov.au/record=b2060721,http://www.catalog.slsa.sa.gov.au/xrecord=b2060721,"State Library of South Australia, photographer",Gunson Street,1952,Photograph  14.6 cm x 8.3 cm,"Gunson Street, east side, 31 December 1952, frontage of the building is 8.5 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12471.jpg,345
b20607222,http://www.catalog.slsa.sa.gov.au/record=b2060722,http://www.catalog.slsa.sa.gov.au/xrecord=b2060722,"State Library of South Australia, photographer",Hanson Street,1956,Photograph  13.9 cm x 8.6 cm,"Hanson Street, east side, 4 July 1956, the buildings altogether are 19 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13686.jpg,345
b20607234,http://www.catalog.slsa.sa.gov.au/record=b2060723,http://www.catalog.slsa.sa.gov.au/xrecord=b2060723,"State Library of South Australia, photographer",Hanson Street,1956,Photograph  13.9 cm x 8.6 cm,"Hanson Street, east side, 4 July 1956, the buildings are 19 yards altogether",,http://images.slsa.sa.gov.au/mpcimg/13750/B13687.jpg,345
b20607246,http://www.catalog.slsa.sa.gov.au/record=b2060724,http://www.catalog.slsa.sa.gov.au/xrecord=b2060724,"State Library of South Australia, photographer",Hanson Street,1957,Photograph  14.1 cm x 8.0 cm,"Hanson Street, east side, 27 December 1957, left side of Fletcher and Sons is 48 yards south of Wakefield Street, the frontage is 4 yards, Plant Equipment frontage is 9 yards and Suen Kallins is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13973.jpg,345
b20607052,http://www.catalog.slsa.sa.gov.au/record=b2060705,http://www.catalog.slsa.sa.gov.au/xrecord=b2060705,,Hanson Street,1950,Photograph ,"Hanson Street, west side, frontage of building is 9.5 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12527.jpg,344
b20607040,http://www.catalog.slsa.sa.gov.au/record=b2060704,http://www.catalog.slsa.sa.gov.au/xrecord=b2060704,"State Library of South Australia, photographer",Hanson Street,1952,Photograph  14.6 cm x 8.3 cm,"Hanson Street, west side, 30 December 1952, frontage of building is 9.5 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12463.jpg,344
b20607064,http://www.catalog.slsa.sa.gov.au/record=b2060706,http://www.catalog.slsa.sa.gov.au/xrecord=b2060706,"State Library of South Australia, photographer",Hanson Street,1956,Photograph  13.9 cm x 8.6 cm,"Hanson Street, west side, 16 August 1956, right side of hall is 45 yards south of Wakefield Street, frontage is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13703.jpg,344
b20606461,http://www.catalog.slsa.sa.gov.au/record=b2060646,http://www.catalog.slsa.sa.gov.au/xrecord=b2060646,"Joyner, Richard E., photographer",Wakefield Street Fire Station,1950,Photograph,Jumping practice from tower of Wakefield Street Fire Station,Fire fighters -- South Australia -- Adelaide;Fire stations -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/38000/B37788.jpg,342
b20606473,http://www.catalog.slsa.sa.gov.au/record=b2060647,http://www.catalog.slsa.sa.gov.au/xrecord=b2060647,,Fire Brigade Headquarters,1950,Photograph,Watch room at fire brigade headquarters,Fire stations -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/38000/B37789.jpg,342
b20606485,http://www.catalog.slsa.sa.gov.au/record=b2060648,http://www.catalog.slsa.sa.gov.au/xrecord=b2060648,,Wakefield Street Fire Station,1950,Photograph,"Wakefield Street fire station, Diamond T combination appliance",Fire engines -- South Australia -- Adelaide;Fire stations -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/38000/B37790.jpg,342
b2060631x,http://www.catalog.slsa.sa.gov.au/record=b2060631,http://www.catalog.slsa.sa.gov.au/xrecord=b2060631,,Fire Brigade Station,1952,Photograph  16 cm x 10.9 cm,"Metropolitan Fire Brigade Station, Wakefield Street",Fire stations -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/28000/B27770.jpg,342
b2060662x,http://www.catalog.slsa.sa.gov.au/record=b2060662,http://www.catalog.slsa.sa.gov.au/xrecord=b2060662,"Joyner, Richard E., photographer",Fire Brigade Headquarters,1952,Photograph,"South Australian Fire Brigade headquarters, Wakefield Street",Fire stations -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/38000/B37804.jpg,342
b20606060,http://www.catalog.slsa.sa.gov.au/record=b2060606,http://www.catalog.slsa.sa.gov.au/xrecord=b2060606,"State Library of South Australia, photographer",Wakefield Street,1952,Photograph  14.6 cm x 8.3 cm,"Wakefield Street, south side, October 28th 1952, left side of Brigade Motors building abuts Chancery Lane, frontage is 19 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12354.jpg,341
b2078529x,http://www.catalog.slsa.sa.gov.au/record=b2078529,http://www.catalog.slsa.sa.gov.au/xrecord=b2078529,"State Library of South Australia, photographer",77 Wakefield Street,1987,Photograph  20 cm x 15.5 cm,"ACRE 341: Showroom at number 77 Wakefield Street before demolition, September 1987",Wrecking -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/56500/B56456.jpg,341
b20605821,http://www.catalog.slsa.sa.gov.au/record=b2060582,http://www.catalog.slsa.sa.gov.au/xrecord=b2060582,"State Library of South Australia, photographer",Wakefield Street,1956,Photograph  13.9 cm x 8.6 cm,"Wakefield Street, south side, 21 September 1956, building on the left is 62.5 yards west of Chancery Lane, frontage of building together with lane and Sieberts premises is 14 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13723.jpg,340
b20605833,http://www.catalog.slsa.sa.gov.au/record=b2060583,http://www.catalog.slsa.sa.gov.au/xrecord=b2060583,"State Library of South Australia, photographer",Wakefield Street,1958,Photograph  14.1 cm x 8.0 cm,"Wakefield Street, south side, 3 April 1958, building on left is 61 3/4 yards west of Chancery Lane, frontage of building is 13 3/4 yards, frontage of Willard Hall is 19 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14053.jpg,340
b20605845,http://www.catalog.slsa.sa.gov.au/record=b2060584,http://www.catalog.slsa.sa.gov.au/xrecord=b2060584,"State Library of South Australia, photographer",Wakefield Street,1965,Photograph  21.6 cm x 15.8 cm,"Wakefield Street, south side",,http://images.slsa.sa.gov.au/mpcimg/16250/B16140_1.jpg,340
b20605857,http://www.catalog.slsa.sa.gov.au/record=b2060585,http://www.catalog.slsa.sa.gov.au/xrecord=b2060585,"State Library of South Australia, photographer",Wakefield Street,1965,Photograph  21.6 cm x 15.8 cm,"Wakefield Street, south side",,http://images.slsa.sa.gov.au/mpcimg/16250/B16140_2.jpg,340
b20605869,http://www.catalog.slsa.sa.gov.au/record=b2060586,http://www.catalog.slsa.sa.gov.au/xrecord=b2060586,"State Library of South Australia, photographer",Wakefield Street,1965,Photograph  21.6 cm x 15.8 cm,"Wakefield Street, south side",,http://images.slsa.sa.gov.au/mpcimg/16250/B16140_3.jpg,340
b20605274,http://www.catalog.slsa.sa.gov.au/record=b2060527,http://www.catalog.slsa.sa.gov.au/xrecord=b2060527,"State Library of South Australia, photographer",Victoria Square,1953,PHotograp ,"Corner of Victoria Square and south side of Wakefield Street, August 28th 1953, frontage of the corner building is 20 3/4 yards to Victoria Square and 27.5 yards to Wakefield Street",,http://images.slsa.sa.gov.au/mpcimg/12750/B12679.jpg,338
b20605286,http://www.catalog.slsa.sa.gov.au/record=b2060528,http://www.catalog.slsa.sa.gov.au/xrecord=b2060528,"State Library of South Australia, photographer",Victoria Square,1954,Photograph  14.3 cm x 8.3 cm,"Victoria Square, east side, May 31st 1954, frontage of the centre white building is 24 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12992.jpg,338
b20604981,http://www.catalog.slsa.sa.gov.au/record=b2060498,http://www.catalog.slsa.sa.gov.au/xrecord=b2060498,"State Library of South Australia, photographer",Victoria Square,1953,Photograph ,"Victoria Square, west side, 15 September 1953, frontage of Bellchambers shop is 8 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12685.jpg,335
b20605018,http://www.catalog.slsa.sa.gov.au/record=b2060501,http://www.catalog.slsa.sa.gov.au/xrecord=b2060501,"State Library of South Australia, photographer",Grote Street,1969,Photograph  21 cm x 16 cm,"Grote Street, south side, 28 November 1969, Grote Street frontage is 33 yards",,http://images.slsa.sa.gov.au/mpcimg/19500/B19435.jpg,335
b2060502x,http://www.catalog.slsa.sa.gov.au/record=b2060502,http://www.catalog.slsa.sa.gov.au/xrecord=b2060502,"State Library of South Australia, photographer",Victoria Square,1969,Photograph  21 cm x 16 cm,"Victoria Square, West Side, 28 November 1969, Victoria Square frontage is 33 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/19500/B19436.jpg,335
b20604506,http://www.catalog.slsa.sa.gov.au/record=b2060450,http://www.catalog.slsa.sa.gov.au/xrecord=b2060450,"Rainsport, Keith, photographer","Empire Theatre, Grote Street",1952,Photograph  25.5 cm x 19.3 cm,"The Empire Theatre, Grote Street, south side, 1952. Right side is 8.5 yards east of Moonta Street, frontage is 17 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13019.jpg,332
b20604518,http://www.catalog.slsa.sa.gov.au/record=b2060451,http://www.catalog.slsa.sa.gov.au/xrecord=b2060451,"Rainsport, Keith, photographer","Interior of Empire Theatre, Grote Street",1952,Photograph  25.5 cm x 19.3 cm,"Interior view of Empire Theatre from the Dress Circle, Grote Street, south side, 1952","Empire Theatre (Adelaide, S. Aust.);Interior architecture -- South Australia -- Adelaide;Theaters -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/13250/B13020.jpg,332
b20604488,http://www.catalog.slsa.sa.gov.au/record=b2060448,http://www.catalog.slsa.sa.gov.au/xrecord=b2060448,"State Library of South Australia, photographer","Peoplestores, Grote Street",1954,Photograph  14.3 cm x 8.3 cm,"Peoplestores (formerly Empire Theatre building) Grote Street, south side, 12 April 1954. Frontage of Peoplestores is 17 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12989.jpg,332
b2060435x,http://www.catalog.slsa.sa.gov.au/record=b2060435,http://www.catalog.slsa.sa.gov.au/xrecord=b2060435,"State Library of South Australia, photographer","Cooper's Snack Bar, Grote Street",1967,Photograph  21 cm x 16 cm,"Cooper's Snack Bar, corner of Grote Street, south side, and California Street, 4 August 1967. Frontage of building is 16 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17614.jpg,332
b21061075,http://www.catalog.slsa.sa.gov.au/record=b2106107,http://www.catalog.slsa.sa.gov.au/xrecord=b2106107,"State Library of South Australia, photographer",Truffy and Desmond of the B-Friend support service,2005,5.2 cm x 10.2 cm,"Truffy and Desmond of the B-Friend support service, Uniting Care Wesley, Pitt Street, Adelaide","Bfriend Project (Adelaide, S. Aust.);Uniting Church in Australia -- South Australia -- Adelaide;UnitingCare Wesley",http://images.slsa.sa.gov.au/mpcimg/69250/B69138.jpg,332
b21061099,http://www.catalog.slsa.sa.gov.au/record=b2106109,http://www.catalog.slsa.sa.gov.au/xrecord=b2106109,"State Library of South Australia, photographer",Truffy and Desmond of the B-Friend support service,2005,5.2 cm x 10.2 cm,"Black and white photograph of Truffy and Desmond of the B-Friend support service, Uniting Care Wesley, Pitt Street, Adelaide","Bfriend Project (Adelaide, S. Aust.);Uniting Church in Australia -- South Australia -- Adelaide;UnitingCare Wesley",http://images.slsa.sa.gov.au/mpcimg/69250/B69139.jpg,332
b21061105,http://www.catalog.slsa.sa.gov.au/record=b2106110,http://www.catalog.slsa.sa.gov.au/xrecord=b2106110,"State Library of South Australia, photographer",Truffy and Desmond of the B-Friend support service,2005,5.2 cm x 10.2 cm,"Black and white photograph of Truffy and Desmond of the B-Friend support service, Uniting Care Wesley, Pitt Street, Adelaide","Bfriend Project (Adelaide, S. Aust.);Uniting Church in Australia -- South Australia -- Adelaide;UnitingCare Wesley",http://images.slsa.sa.gov.au/mpcimg/69250/B69140.jpg,332
b20604324,http://www.catalog.slsa.sa.gov.au/record=b2060432,http://www.catalog.slsa.sa.gov.au/xrecord=b2060432,"State Library of South Australia, photographer",Moonta Street,1954,Photograph  14.3 cm x 8.3 cm,"Moonta Street, West side, 12 October 1954, right side of building is 49 3/4 yards south of Grote Street, frontage of building is 16 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13045.jpg,331
b20604336,http://www.catalog.slsa.sa.gov.au/record=b2060433,http://www.catalog.slsa.sa.gov.au/xrecord=b2060433,"State Library of South Australia, photographer","Hubbard Motors Ltd., Grote Street",1956,Photograph  14.1 cm x 8.0 cm,"Hubbard Motors Ltd., Grote Street, south side, 27 December 1956. Includes advertising for Matchless Motor Cycles and Hub Ray Cycles. Right side of Hubbards building abuts west side of Moonta Street, frontage is 28 yards. Building previously occupied by Madge Motors",,http://images.slsa.sa.gov.au/mpcimg/14000/B13808.jpg,331
b20604348,http://www.catalog.slsa.sa.gov.au/record=b2060434,http://www.catalog.slsa.sa.gov.au/xrecord=b2060434,"State Library of South Australia, photographer","'Demolition in Progress', Moonta Street",1962,Photograph  20.7 cm x 15.6 cm,"'Demolition in progress' Moonta Street, east side, 16 November 1962. Holden Station Wagon 11-064 is parked at the kerb. Left side of the site is 31 yards south of Grote Street, frontage of site is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/14750/B14569.jpg,331
b20604361,http://www.catalog.slsa.sa.gov.au/record=b2060436,http://www.catalog.slsa.sa.gov.au/xrecord=b2060436,"State Library of South Australia, photographer","Hubbard's, Grote Street",1968,Photograph  21 cm x 16 cm,"Hubbard's - The Discount King, corner Grote Street, south side, and Moonta Street, 19 July 1968. Grote Street frontage is 38 2/3 yards and Moonta Street frontage is 42.5 yards",,http://images.slsa.sa.gov.au/mpcimg/18000/B17956_1.jpg,331
b20604373,http://www.catalog.slsa.sa.gov.au/record=b2060437,http://www.catalog.slsa.sa.gov.au/xrecord=b2060437,"State Library of South Australia, photographer","Hubbard's, Grote Street",1968,Photograph  21 cm x 16 cm,"Hubbard's - The Discount King, corner Grote Street, south side, and Moonta Street, 19 July 1968. Grote Street frontage, 38 2/3 yards and Moonta Street frontage is 42.5 yards",,http://images.slsa.sa.gov.au/mpcimg/18000/B17956_2.jpg,331
b20604439,http://www.catalog.slsa.sa.gov.au/record=b2060443,http://www.catalog.slsa.sa.gov.au/xrecord=b2060443,"State Library of South Australia, photographer","Electrical Connection and Parking Station, corner Grote Street and Moonta Street",1986,C1;Photograph (b&w print)  16.5 cm x 21.5 cm,"Premises of 'Electrical Connection' and Market Parking Station, 93-99 Grote Street, south side, 1986. Frontage of building is 25 metres",,http://images.slsa.sa.gov.au/mpcimg/47250/B47199.jpg,331
b20603174,http://www.catalog.slsa.sa.gov.au/record=b2060317,http://www.catalog.slsa.sa.gov.au/xrecord=b2060317,"State Library of South Australia, photographer",Grote Street,1954,Photograph  14.3 cm x 8.3 cm,"Grote Street, south side, 8 February 1954, frontage of building is 17 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12936.jpg,328
b20603186,http://www.catalog.slsa.sa.gov.au/record=b2060318,http://www.catalog.slsa.sa.gov.au/xrecord=b2060318,"State Library of South Australia, photographer",Brown Street,1954,Photograph  14.3 cm x 8.3 cm,"Brown Street, west side, 1 March 1954, frontage of Kingsway building is 36 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12954.jpg,328
b20603198,http://www.catalog.slsa.sa.gov.au/record=b2060319,http://www.catalog.slsa.sa.gov.au/xrecord=b2060319,"State Library of South Australia, photographer",Brown Street,1954,Photograph  14.3 cm x 8.3 cm,"South west corner of Brown and Grote Street, 22 November 1954, Service station has frontage of 20 yards on Grote Street and 21 yards on Brown Street",,http://images.slsa.sa.gov.au/mpcimg/13250/B13154.jpg,328
b20603204,http://www.catalog.slsa.sa.gov.au/record=b2060320,http://www.catalog.slsa.sa.gov.au/xrecord=b2060320,"State Library of South Australia, photographer",Brown Street,1956,Photograph  13.9 cm x 8.6 cm,"South west corner of Brown Street and Grote Street, 24 January 1956",,http://images.slsa.sa.gov.au/mpcimg/13750/B13601.jpg,328
b20603216,http://www.catalog.slsa.sa.gov.au/record=b2060321,http://www.catalog.slsa.sa.gov.au/xrecord=b2060321,"State Library of South Australia, photographer",Grote Street,1956,Photograph  13.9 cm x 8.6 cm,"Grote Street, south side, 15 May 1956, right side of bakery abut east side of Storr Street, frontage is 26 yards on Grote Street",,http://images.slsa.sa.gov.au/mpcimg/13750/B13666.jpg,328
b20603228,http://www.catalog.slsa.sa.gov.au/record=b2060322,http://www.catalog.slsa.sa.gov.au/xrecord=b2060322,"State Library of South Australia, photographer",Brown Street,1961,Photograph  14.1 cm x 8.0 cm,"Brown Street, west side, 20 January 1961",,http://images.slsa.sa.gov.au/mpcimg/14500/B14420.jpg,328
b2060323x,http://www.catalog.slsa.sa.gov.au/record=b2060323,http://www.catalog.slsa.sa.gov.au/xrecord=b2060323,"State Library of South Australia, photographer",Brown Street,1961,Photograph  14.1 cm x 8.0 cm,"Brown Street, west side, 20 January 1961, right side of building is 37 yards south of Grote Street, frontage is 35 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14421.jpg,328
b20603058,http://www.catalog.slsa.sa.gov.au/record=b2060305,http://www.catalog.slsa.sa.gov.au/xrecord=b2060305,"State Library of South Australia, photographer",Grote Street,1952,Photograph  14.6 cm x 8.3 cm,"Grote Street, south side, 30 December 1952",,http://images.slsa.sa.gov.au/mpcimg/12500/B12448.jpg,327
b2060306x,http://www.catalog.slsa.sa.gov.au/record=b2060306,http://www.catalog.slsa.sa.gov.au/xrecord=b2060306,"State Library of South Australia, photographer",Grote Street,1957,Photograph  14.1 cm x 8.0 cm,"Grote Street, south side, 10 October 1957, right side of building abuts east side of Oakley Street, frontage of shop is 9.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13942.jpg,327
b20603071,http://www.catalog.slsa.sa.gov.au/record=b2060307,http://www.catalog.slsa.sa.gov.au/xrecord=b2060307,"State Library of South Australia, photographer",Grote Street,1958,Photograph  14.1 cm x 8.0 cm,"Grote Street, south side, 4 April 1958, left side of house is 4.5 yards west of Storr Street, frontage of house is 14.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14056.jpg,327
b20603022,http://www.catalog.slsa.sa.gov.au/record=b2060302,http://www.catalog.slsa.sa.gov.au/xrecord=b2060302,"State Library of South Australia, photographer",Grote Street,1956,Photograph  13.9 cm x 8.6 cm,"Grote Street, south side, 24 January 1956, frontage of both buildings is 31 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13602.jpg,326
b20602996,http://www.catalog.slsa.sa.gov.au/record=b2060299,http://www.catalog.slsa.sa.gov.au/xrecord=b2060299,"State Library of South Australia, photographer",Grote Street,1960,Photograph  14.1 cm x 8.0 cm,"Grote Street, south side, 8 May 1960, frontage is 22 yards, left side of area is 22 yards west of Burlington Place",,http://images.slsa.sa.gov.au/mpcimg/14500/B14300.jpg,325
