id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20631479,http://www.catalog.slsa.sa.gov.au/record=b2063147,http://www.catalog.slsa.sa.gov.au/xrecord=b2063147,"State Library of South Australia, photographer","Travel International Pty Ltd, 107 South Terrace",1969,Photograph  21 cm x 16 cm,"Premises of Travel International Pty Ltd at 107 South Terrace, 14th February 1969. Right side of building is 56 2/3 yards west of Owen Street and South Terrace frontage is 5 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/18750/B18617.jpg,690
b20631352,http://www.catalog.slsa.sa.gov.au/record=b2063135,http://www.catalog.slsa.sa.gov.au/xrecord=b2063135,"State Library of South Australia, photographer",South Terrace,1968,Photograph  22 cm x 16.5 cm,"South Terrace, north side, 18th November 1968, left side of block is 46 1/3 yards west of Owen Street and frontage is 14 yards",,http://images.slsa.sa.gov.au/mpcimg/18250/B18122.jpg,688
b20631364,http://www.catalog.slsa.sa.gov.au/record=b2063136,http://www.catalog.slsa.sa.gov.au/xrecord=b2063136,"State Library of South Australia, photographer",South Terrace,1969,Photograph  21 cm x 16 cm,"South Terrace, north side, 18th April 1969, left side of building is 36 yards east of Owen Street and South Terrace frontage is 10 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/18750/B18746.jpg,688
b20631224,http://www.catalog.slsa.sa.gov.au/record=b2063122,http://www.catalog.slsa.sa.gov.au/xrecord=b2063122,"State Library of South Australia, photographer",South Terrace,1952,Photograph ,"South Terrace, December 31st 1952, right side of centre building is 73 1/4 yards west of King William Street, frontage is 10 1/4 yards, frontage of building on the left is 8 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12503.jpg,686
b20631169,http://www.catalog.slsa.sa.gov.au/record=b2063116,http://www.catalog.slsa.sa.gov.au/xrecord=b2063116,"State Library of South Australia, photographer",King William Street,1952,Photograph  14.6 cm x 8.3 cm,"King William Street, west side, December 13th 1952, frontage of Future Motors is 18.5 yards to King William Street",,http://images.slsa.sa.gov.au/mpcimg/12500/B12449.jpg,685
b20631042,http://www.catalog.slsa.sa.gov.au/record=b2063104,http://www.catalog.slsa.sa.gov.au/xrecord=b2063104,"State Library of South Australia, photographer",King William Street,1952,Photograph  14.6 cm x 8.3 cm,"King William Street, east side, December 13 1952. Right side of Swain House is 39-1/2 yards north of South Terrace, frontage is 29-1/2 yards. Swain House erected in 1952 on a vacant site",,http://images.slsa.sa.gov.au/mpcimg/12500/B12440.jpg,684
b20631054,http://www.catalog.slsa.sa.gov.au/record=b2063105,http://www.catalog.slsa.sa.gov.au/xrecord=b2063105,"State Library of South Australia, photographer",King William Street,1954,Photograph  14.3 cm x 8.3 cm,"King William Street, east side corner of South Terrace, January 25th 1954, building on the right is 4 yards north of South Terrace and frontage is 13 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12928.jpg,684
b20631066,http://www.catalog.slsa.sa.gov.au/record=b2063106,http://www.catalog.slsa.sa.gov.au/xrecord=b2063106,"State Library of South Australia, photographer",South Terrace,1956,Photograph  13.9 cm x 8.6 cm,"South Terrace, 25th May 1956, left side of house is 55 yards east of King William Street and frontage is 12 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13675.jpg,684
b20631078,http://www.catalog.slsa.sa.gov.au/record=b2063107,http://www.catalog.slsa.sa.gov.au/xrecord=b2063107,"State Library of South Australia, photographer",South Terrace,1956,Photograph  14.1 cm x 8.0 cm,"South Terrace, 27th December 1956, right side of building is 30.5 yards west of Symonds Place and frontage is 17 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13820.jpg,684
b2063108x,http://www.catalog.slsa.sa.gov.au/record=b2063108,http://www.catalog.slsa.sa.gov.au/xrecord=b2063108,"State Library of South Australia, photographer",South Terrace,1958,Photograph  14.1 cm x 8.0 cm,"South Terrace, June 26th 1958, left side of house is 44 3/4 yards east of King William Street and frontage is 7 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14091.jpg,684
b20630955,http://www.catalog.slsa.sa.gov.au/record=b2063095,http://www.catalog.slsa.sa.gov.au/xrecord=b2063095,"State Library of South Australia, photographer",Symonds Place,1964,Photograph  21.4 cm x 15.4 cm,"Symonds Place, east side  1st November 1963. Right side of cottages is 53 yards north of South Terrace, frontage is 27 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15298.jpg,683
b20630967,http://www.catalog.slsa.sa.gov.au/record=b2063096,http://www.catalog.slsa.sa.gov.au/xrecord=b2063096,"State Library of South Australia, photographer",Symonds Place,1964,Photograph  21.4 cm x 15.4 cm,"Symonds Place, east side  1st November 1964. Right side of cottages is 53 yards north of South Terrace, frontage is 27 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15299.jpg,683
b20630888,http://www.catalog.slsa.sa.gov.au/record=b2063088,http://www.catalog.slsa.sa.gov.au/xrecord=b2063088,"State Library of South Australia, photographer",South Terrace,1961,Photograph  13.6 cm x 8.3 cm,"South Terrace north side, 27 January 1961. Left side of building is 48 yards east of Symonds Place. Frontage is 11 yards",,http://images.slsa.sa.gov.au/mpcimg/15000/B14888.jpg,682
b2063089x,http://www.catalog.slsa.sa.gov.au/record=b2063089,http://www.catalog.slsa.sa.gov.au/xrecord=b2063089,"State Library of South Australia, photographer",South Terrace,1961,Photograph  13.6 cm x 8.3 cm,"South Terrace, north side, 27 January 1961. Left side of house is 75 yards east of Symonds Place",,http://images.slsa.sa.gov.au/mpcimg/15000/B14889.jpg,682
b20630906,http://www.catalog.slsa.sa.gov.au/record=b2063090,http://www.catalog.slsa.sa.gov.au/xrecord=b2063090,"State Library of South Australia, photographer",South Terrace,1961,Photograph  13.6 cm x 8.3 cm,"South Terrace, north side, 27 January 1961",,http://images.slsa.sa.gov.au/mpcimg/15000/B14890.jpg,682
b20630918,http://www.catalog.slsa.sa.gov.au/record=b2063091,http://www.catalog.slsa.sa.gov.au/xrecord=b2063091,"State Library of South Australia, photographer",South Terrace,1980,photograph,"South Terrace, north side, 12 June 1980. Left side of building is 33-1/3 yards east of Symonds Place. South Terrace frontage is 26-1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38750/B38739.jpg,682
b2063092x,http://www.catalog.slsa.sa.gov.au/record=b2063092,http://www.catalog.slsa.sa.gov.au/xrecord=b2063092,"State Library of South Australia, photographer",South Terrace,1980,photograph,"South Terrace, North Side : 12th June 1980",,http://images.slsa.sa.gov.au/mpcimg/38750/B38740.jpg,682
b20630931,http://www.catalog.slsa.sa.gov.au/record=b2063093,http://www.catalog.slsa.sa.gov.au/xrecord=b2063093,"State Library of South Australia, photographer",Two story residence on South Terrace,1980,photograph,"Two story residence on North side of South Terrace, 12 June 1980",,http://images.slsa.sa.gov.au/mpcimg/38750/B38741.jpg,682
b20630815,http://www.catalog.slsa.sa.gov.au/record=b2063081,http://www.catalog.slsa.sa.gov.au/xrecord=b2063081,"State Library of South Australia, photographer",Pulteney Grammar School,1954,Photograph  14.3 cm x 8.3 cm,"Pulteney Grammar School class rooms, South Terrace east, 15th February 1954. These class rooms were erected over the period 1949-51",,http://images.slsa.sa.gov.au/mpcimg/13250/B13115.jpg,681
b20630827,http://www.catalog.slsa.sa.gov.au/record=b2063082,http://www.catalog.slsa.sa.gov.au/xrecord=b2063082,"State Library of South Australia, photographer",Pulteney Grammar Chapel,1965,Photograph  21.6 cm x 15.8 cm,"Pulteney Grammar School Chapel, South Terrace, north side, 7th May 1965",,http://images.slsa.sa.gov.au/mpcimg/16000/B15930.jpg,681
b20630839,http://www.catalog.slsa.sa.gov.au/record=b2063083,http://www.catalog.slsa.sa.gov.au/xrecord=b2063083,"State Library of South Australia, photographer",Pulteney Grammar Chapel,1965,Photograph  21.6 cm x 15.8 cm,"Pulteney Grammar School Chapel, South Terrace, north side, 7th May 1965",,http://images.slsa.sa.gov.au/mpcimg/16000/B15931.jpg,681
b20630840,http://www.catalog.slsa.sa.gov.au/record=b2063084,http://www.catalog.slsa.sa.gov.au/xrecord=b2063084,"State Library of South Australia, photographer",Pulteney Grammar School,1969,Photograph  21 cm x 16 cm,"Pulteney Grammar School, 197 South Terrace, north side, 31st October 1969. Right side of building is 86 yards from Downer Place, west side",,http://images.slsa.sa.gov.au/mpcimg/19500/B19459.jpg,681
b2063075x,http://www.catalog.slsa.sa.gov.au/record=b2063075,http://www.catalog.slsa.sa.gov.au/xrecord=b2063075,"State Library of South Australia, photographer",South Terrace,1954,Photograph  14.3 cm x 8.3 cm,"South Terrace east, 15th February 1954 showing a Pulteney Grammar School class room. Left side of building is 17.7 yards east of Symonds Place. Frontage: 13 yards. This building was erected in 1950",,http://images.slsa.sa.gov.au/mpcimg/13250/B13116.jpg,680
b20630761,http://www.catalog.slsa.sa.gov.au/record=b2063076,http://www.catalog.slsa.sa.gov.au/xrecord=b2063076,"State Library of South Australia, photographer",South Terrace,1954,Photograph  14.3 cm x 8.3 cm,"South Terrace east, 15th February 1954. The western front of a Pulteney Grammar School class room erected in 1950",,http://images.slsa.sa.gov.au/mpcimg/13250/B13117.jpg,680
b20630736,http://www.catalog.slsa.sa.gov.au/record=b2063073,http://www.catalog.slsa.sa.gov.au/xrecord=b2063073,"State Library of South Australia, photographer",South Terrace,1961,Photograph  20.7 cm x 15.6 cm,"South Terrace, north side, 23rd February 1961. Right side of building is 155 yards west of Hanson Street. Frontage of building is 18 yards",,http://images.slsa.sa.gov.au/mpcimg/14750/B14557.jpg,679
b20630712,http://www.catalog.slsa.sa.gov.au/record=b2063071,http://www.catalog.slsa.sa.gov.au/xrecord=b2063071,"State Library of South Australia, photographer",South Terrace,1959,Photograph  14.1 cm x 8.0 cm,"South Terrace, 4th September 1959. Right side of block, on which house on photograph is situated, is 106 yards west of Hanson Street. Frontage of block: 33 yards. Frontage of house: approximately 19 1/2 yards. House demolished in 1959",,http://images.slsa.sa.gov.au/mpcimg/14500/B14258.jpg,678
b20630621,http://www.catalog.slsa.sa.gov.au/record=b2063062,http://www.catalog.slsa.sa.gov.au/xrecord=b2063062,"State Library of South Australia, photographer",South Terrace,1952,Photograph ,"South Terrace east, 21st October 1952. Viner Transport Company premises remodelled, 1941-2. Right side of its building is 30 1/2 yards west of Hanson Street. Frontage: 23 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12334.jpg,677
b20630633,http://www.catalog.slsa.sa.gov.au/record=b2063063,http://www.catalog.slsa.sa.gov.au/xrecord=b2063063,"State Library of South Australia, photographer","Hanson Street, West Side",1954,Photograph  14.3 cm x 8.3 cm,"Hanson Street, west side, 11th January 1954. Left side of Service Station is 44 yards north of South Terrace. Frontage of Service Station is 20 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12906.jpg,677
b20630645,http://www.catalog.slsa.sa.gov.au/record=b2063064,http://www.catalog.slsa.sa.gov.au/xrecord=b2063064,"State Library of South Australia, photographer",South Terrace,1960,Photograph  14.1 cm x 8.0 cm,"South Terrace, north side, 18th May 1960. Right side of cottage marked with 'x' is 13 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14315.jpg,677
b20630657,http://www.catalog.slsa.sa.gov.au/record=b2063065,http://www.catalog.slsa.sa.gov.au/xrecord=b2063065,"State Library of South Australia, photographer",South Terrace,1964,Photograph  21.6 cm x 15.8 cm,"South Terrace, east, 23rd October 1964. Right side of building is 35 yards west of Hanson Street. Frontage: 23 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/15750/B15611.jpg,677
b20630669,http://www.catalog.slsa.sa.gov.au/record=b2063066,http://www.catalog.slsa.sa.gov.au/xrecord=b2063066,"State Library of South Australia, photographer",South Terrace,1964,Photograph  21.6 cm x 15.8 cm,"South Terrace east, 23rd October 1964",,http://images.slsa.sa.gov.au/mpcimg/15750/B15612.jpg,677
b20630670,http://www.catalog.slsa.sa.gov.au/record=b2063067,http://www.catalog.slsa.sa.gov.au/xrecord=b2063067,"State Library of South Australia, photographer","Hanson Street, West Side",1972,Photograph  21 cm x 15.5 cm,"Hanson Street, west side, 2nd June 1972. Right side of building is 31 1/3 yards south, Delhi Street. Frontage on Hanson Street is 3 yards",,http://images.slsa.sa.gov.au/mpcimg/26750/B26610.jpg,677
b20630682,http://www.catalog.slsa.sa.gov.au/record=b2063068,http://www.catalog.slsa.sa.gov.au/xrecord=b2063068,"State Library of South Australia, photographer","Hanson Street, West Side",1972,Photograph  21 cm x 15.5 cm,"Hanson Street, west side, 2nd June 1972. Right side of building is 31 1/3 yards south, Delhi Street. Frontage on Hanson Street is 3 yards",,http://images.slsa.sa.gov.au/mpcimg/26750/B26611.jpg,677
b20630530,http://www.catalog.slsa.sa.gov.au/record=b2063053,http://www.catalog.slsa.sa.gov.au/xrecord=b2063053,"State Library of South Australia, photographer","Hanson Street, East Side",1957,Photograph  14.1 cm x 8.0 cm,"Hanson Street, east side, 22nd January 1957. Right side of right building is about 2 ft. north of South Terrace. Frontage of the two buildings, including the lane between them, is 28 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13840.jpg,676
b20630542,http://www.catalog.slsa.sa.gov.au/record=b2063054,http://www.catalog.slsa.sa.gov.au/xrecord=b2063054,"State Library of South Australia, photographer","Hanson Street, East Side",1958,Photograph  14.1 cm x 8.0 cm,"Hanson Street, east side, 23rd January 1958. Right side of block of shops is 30 1/2 yards north of South Terrace. Frontage: 41 1/2 yards. The verandah formerly continued the whole length of block  part of it was damaged in an accident in 1957 and removed",,http://images.slsa.sa.gov.au/mpcimg/14000/B13996.jpg,676
b20630475,http://www.catalog.slsa.sa.gov.au/record=b2063047,http://www.catalog.slsa.sa.gov.au/xrecord=b2063047,"State Library of South Australia, photographer",South Terrace,1963,Photograph  21.8 cm x 16 cm,"South Terrace, north side, 25th October 1963. Left side of the building is 71 yards east of Hanson Street. Frontage: 13 yards",,http://images.slsa.sa.gov.au/mpcimg/15250/B15099.jpg,675
b20630487,http://www.catalog.slsa.sa.gov.au/record=b2063048,http://www.catalog.slsa.sa.gov.au/xrecord=b2063048,"State Library of South Australia, photographer","South Terrace, North Side",1969,Photographs  21 cm x 16 cm,"South Terrace, north side. Right side of block abuts Stewart Place, west side. Stewart Place frontage: 73 yards. South Terrace frontage: 8 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/18750/B18660.jpg,675
b20630499,http://www.catalog.slsa.sa.gov.au/record=b2063049,http://www.catalog.slsa.sa.gov.au/xrecord=b2063049,"State Library of South Australia, photographer","South Terrace, North Side",1972,Photograph  21.5 cm x 15 cm,"South Terrace, north side, 26th September, 1972. Left side of building is 71 yards east of Hanson Street. South Terrace frontage: 12 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27000/B26854.jpg,675
b20630505,http://www.catalog.slsa.sa.gov.au/record=b2063050,http://www.catalog.slsa.sa.gov.au/xrecord=b2063050,"State Library of South Australia, photographer","South Terrace, North Side",1972,Photograph  21.5 cm x 15.5 cm,"South Terrace, north side, 26th September 1972. Left side of building is 71 yards east of Hanson Street. South Terrace frontage: 12 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27000/B26855.jpg,675
b20630177,http://www.catalog.slsa.sa.gov.au/record=b2063017,http://www.catalog.slsa.sa.gov.au/xrecord=b2063017,"State Library of South Australia, photographer",South Terrace,1954,Photograph  14.3 cm x 8.3 cm,"South Terrace, 11th January 1954. Left side of the centre cement-faced building is 21 yards east of Charlotte Street. Frontage: 18 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12907.jpg,673
b20630189,http://www.catalog.slsa.sa.gov.au/record=b2063018,http://www.catalog.slsa.sa.gov.au/xrecord=b2063018,"State Library of South Australia, photographer",South Terrace,1963,Photograph  20.7 cm x 15.6 cm,"South Terrace, north side, corner of Charlotte Street, 8th March 1963. Frontage on South Terrace: 10 yards",,http://images.slsa.sa.gov.au/mpcimg/15000/B14775.jpg,673
b20630128,http://www.catalog.slsa.sa.gov.au/record=b2063012,http://www.catalog.slsa.sa.gov.au/xrecord=b2063012,"State Library of South Australia, photographer",South Terrace,1952,Photograph  14.6 cm x 8.3 cm,"South Terrace east, 31st December 1952. Left side of Torrens House, a training school for Infant Welfare and Mothercraft, is 51 1/2 yards east of Charlotte Street  frontage: 18 1/2 yards. Additions and alterations were completed on 6th October 1950",,http://images.slsa.sa.gov.au/mpcimg/12500/B12500.jpg,672
b2063013x,http://www.catalog.slsa.sa.gov.au/record=b2063013,http://www.catalog.slsa.sa.gov.au/xrecord=b2063013,"State Library of South Australia, photographer",South Terrace,1952,Photograph ,"South Terrace east, 21st December 1952. Left side of centre cottage is 40 1/2 yards east of Charlotte Street, its frontage is 9 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12502.jpg,672
b20630086,http://www.catalog.slsa.sa.gov.au/record=b2063008,http://www.catalog.slsa.sa.gov.au/xrecord=b2063008,"State Library of South Australia, photographer",Louisa Street,1958,Photograph  14.1 cm x 8.0 cm,"Louisa Street, west side, 11th July 1958. On the far left is South Terrace. Frontage: 59 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14109.jpg,672
b20630141,http://www.catalog.slsa.sa.gov.au/record=b2063014,http://www.catalog.slsa.sa.gov.au/xrecord=b2063014,"State Library of South Australia, photographer",South Terrace,1967,Photograph  16.5 cm x 21.8 cm,"South Terrace, north side, 19th May 1967",,http://images.slsa.sa.gov.au/mpcimg/17250/B17046.jpg,672
b20630062,http://www.catalog.slsa.sa.gov.au/record=b2063006,http://www.catalog.slsa.sa.gov.au/xrecord=b2063006,"State Library of South Australia, photographer",297-8 South Terrace,1952,Photograph ,"297-8 South Terrace east, 31st December 1952. Left side of house abuts east side of Louisa Street. Frontage: 15 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12501.jpg,671
b20630074,http://www.catalog.slsa.sa.gov.au/record=b2063007,http://www.catalog.slsa.sa.gov.au/xrecord=b2063007,"State Library of South Australia, photographer",South Terrace,1958,Photograph  14.1 cm x 8.0 cm,"South Terrace, 11th July 1958. Right side of Quambi Hospital abuts west side of Louisa Street. Frontage: 19 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14108.jpg,671
b20630098,http://www.catalog.slsa.sa.gov.au/record=b2063009,http://www.catalog.slsa.sa.gov.au/xrecord=b2063009,"State Library of South Australia, photographer",Louisa Street,1959,Photograph  14.1 cm x 8.0 cm,"Louisa Street, west side, 10th February 1959. The building on the left of the photograph is on the west corner of South Terrace. The Louisa Street Frontage of this building is 19 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14208.jpg,671
b20630049,http://www.catalog.slsa.sa.gov.au/record=b2063004,http://www.catalog.slsa.sa.gov.au/xrecord=b2063004,"State Library of South Australia, photographer","South Terrace, North Side",1979,photograph,"South Terrace, north side, 18th April 1979. Right side of building abuts Blackburn Street, west side. South Terrace frontage: 23 1/3 yards. Blackburn Street frontage: 27 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/37500/B37463.jpg,670
b20629977,http://www.catalog.slsa.sa.gov.au/record=b2062997,http://www.catalog.slsa.sa.gov.au/xrecord=b2062997,"State Library of South Australia, photographer",Hutt Street,1955,Photograph  14.3 cm x 8.3 cm,"Hutt Street at the west corner of South Terrace, 14 March 1955. This building is set approximately 8 yards from Hutt Street, its frontage is 19 yards to South Terrace on the left. The property extends 65 yards along Hutt Street",,http://images.slsa.sa.gov.au/mpcimg/13250/B13169.jpg,669
b20629989,http://www.catalog.slsa.sa.gov.au/record=b2062998,http://www.catalog.slsa.sa.gov.au/xrecord=b2062998,"State Library of South Australia, photographer",South Terrace,1958,Photograph  14.1 cm x 8.0 cm,"South Terrace, 7 August 1958. Right side of building approximately 8 yards west from Hutt Street. Frontage, including addition, is 26 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14134.jpg,669
b20629990,http://www.catalog.slsa.sa.gov.au/record=b2062999,http://www.catalog.slsa.sa.gov.au/xrecord=b2062999,"State Library of South Australia, photographer",Hutt Street,1958,Photograph  14.1 cm x 8.0 cm,"Hutt Street, west side, 7 August 1958. This building is approximately 8 yards from Hutt Street along which it extends 65 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14135.jpg,669
b20630001,http://www.catalog.slsa.sa.gov.au/record=b2063000,http://www.catalog.slsa.sa.gov.au/xrecord=b2063000,"State Library of South Australia, photographer",Davaar Place,1958,Photograph  14.1 cm x 8.0 cm,"Davaar Place, south side, 7 August 1958. Additions being built at the rear of T.P.I. Building. Far right is 40 yards west of Hutt Street",,http://images.slsa.sa.gov.au/mpcimg/14250/B14136.jpg,669
b20630013,http://www.catalog.slsa.sa.gov.au/record=b2063001,http://www.catalog.slsa.sa.gov.au/xrecord=b2063001,"State Library of South Australia, photographer",South Terrace,1965,Photograph  21.6 cm x 15.8 cm,"South Terrace, north side. Right side of site is 35 yards west of Hutt Street. Frontage: 35 yards",,http://images.slsa.sa.gov.au/mpcimg/16250/B16175.jpg,669
b20629916,http://www.catalog.slsa.sa.gov.au/record=b2062991,http://www.catalog.slsa.sa.gov.au/xrecord=b2062991,"State Library of South Australia, photographer",264 Hutt Street,1952,Photograph ,"264 Hutt Street, east side, 31 December 1952. Right side of house is 44 yards north of South Terrace. Frontage: 12 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12505.jpg,668
b20629928,http://www.catalog.slsa.sa.gov.au/record=b2062992,http://www.catalog.slsa.sa.gov.au/xrecord=b2062992,"State Library of South Australia, photographer",South Terrace,1965,Photograph  21.6 cm x 15.8 cm,"South Terrace, north side. Left side of house is 44 yards east of Hutt Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/16250/B16210.jpg,668
b2062993x,http://www.catalog.slsa.sa.gov.au/record=b2062993,http://www.catalog.slsa.sa.gov.au/xrecord=b2062993,"State Library of South Australia, photographer",South Terrace,1965,Photograph ,"South Terrace east, north side. Left side of house is 44 yards east of Hutt Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/16250/B16211.jpg,668
b20629941,http://www.catalog.slsa.sa.gov.au/record=b2062994,http://www.catalog.slsa.sa.gov.au/xrecord=b2062994,"State Library of South Australia, photographer",South Terrace,1965,Photograph  21.6 cm x 15.8 cm,"South Terrace east, north side. Left side of house is 44 yards east of Hutt Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/16250/B16212.jpg,668
b20629953,http://www.catalog.slsa.sa.gov.au/record=b2062995,http://www.catalog.slsa.sa.gov.au/xrecord=b2062995,"State Library of South Australia, photographer",South Terrace,1965,Photograph  21.6 cm x 15.8 cm,"South Terrace east, north side. Left side of house is 44 yards east of Hutt Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/16250/B16213.jpg,668
b20629965,http://www.catalog.slsa.sa.gov.au/record=b2062996,http://www.catalog.slsa.sa.gov.au/xrecord=b2062996,"State Library of South Australia, photographer",262-264 Hutt Street,1986,C1;Photograph (b&w print)  16.5 cm x 21.5 cm,"262-264 Hutt Street, east side: private dwelling before demolition. Right side: 63 metres north of South Terrace  frontage: 14 metres",,http://images.slsa.sa.gov.au/mpcimg/47250/B47192.jpg,668
b20629801,http://www.catalog.slsa.sa.gov.au/record=b2062980,http://www.catalog.slsa.sa.gov.au/xrecord=b2062980,"State Library of South Australia, photographer",South Terrace,1964,Photograph  21.6 cm x 15.8 cm,"South Terrace, north side, 24 July 1964. Right side of the two storey building abuts Vincent Street. Frontage: 28 yards",,http://images.slsa.sa.gov.au/mpcimg/15750/B15690.jpg,667
b20629825,http://www.catalog.slsa.sa.gov.au/record=b2062982,http://www.catalog.slsa.sa.gov.au/xrecord=b2062982,"State Library of South Australia, photographer",South Terrace,1964,Photograph  21.6 cm x 15.8 cm,"South Terrace, north side, 24 July 1964",,http://images.slsa.sa.gov.au/mpcimg/15750/B15691.jpg,667
b20629813,http://www.catalog.slsa.sa.gov.au/record=b2062981,http://www.catalog.slsa.sa.gov.au/xrecord=b2062981,"State Library of South Australia, photographer",South Terrace,1965,Photograph  21.6 cm x 15.8 cm,"South Terrace, north side, 14 May 1965. Right side of site is 13 yards west of Vincent Street. Frontage: 17 yards",,http://images.slsa.sa.gov.au/mpcimg/16000/B15938.jpg,667
b20629837,http://www.catalog.slsa.sa.gov.au/record=b2062983,http://www.catalog.slsa.sa.gov.au/xrecord=b2062983,"State Library of South Australia, photographer","332 South Terrace, North Side",1971,Photograph  21.1 cm x 15.3 cm,"332 South Terrace, north side, 21 May 1971. Left side of block is 70 2/3 yards east of Hutt Street. South Terrace frontage: 18 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/22750/B22523.jpg,667
b20629849,http://www.catalog.slsa.sa.gov.au/record=b2062984,http://www.catalog.slsa.sa.gov.au/xrecord=b2062984,"State Library of South Australia, photographer","South Terrace, North Side",1976,Photograph  17.1 cm x 15.8 cm,"South Terrace, north side, 10 May 1976. South Terrace frontage : 16 metres. Site is 82 metres east of Hutt Street, and 29 metres west of Vincent Street",,http://images.slsa.sa.gov.au/mpcimg/32750/B32632.jpg,667
b20629850,http://www.catalog.slsa.sa.gov.au/record=b2062985,http://www.catalog.slsa.sa.gov.au/xrecord=b2062985,"State Library of South Australia, photographer","South Terrace, North Side",1976,Photograph  16.6 cm x 16.2 cm,"South Terrace, north side, 10 May 1976. South Terrace frontage: 16 metres. Site is 82 metres east of Hutt Street, and 29 metres west of Vincent Street",,http://images.slsa.sa.gov.au/mpcimg/32750/B32633.jpg,667
b20629862,http://www.catalog.slsa.sa.gov.au/record=b2062986,http://www.catalog.slsa.sa.gov.au/xrecord=b2062986,"State Library of South Australia, photographer","South Terrace, North Side",1976,Photograph  17.1 cm x 15.9 cm,"South Terrace, north side, 10 May 1976. South Terrace frontage: 16 metres. Site is 82 metres east of Hutt Street, and 29 metres west of Vincent Street",,http://images.slsa.sa.gov.au/mpcimg/32750/B32634.jpg,667
b20629795,http://www.catalog.slsa.sa.gov.au/record=b2062979,http://www.catalog.slsa.sa.gov.au/xrecord=b2062979,"State Library of South Australia, photographer",South Terrace,1957,Photograph  14.1 cm x 8.0 cm,"South Terrace east, 5 September 1957. Left side of St.Andrew's Hospital is 54 yards east of Vincent Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13898.jpg,666
b20629692,http://www.catalog.slsa.sa.gov.au/record=b2062969,http://www.catalog.slsa.sa.gov.au/xrecord=b2062969,"State Library of South Australia, photographer",South Terrace,1957,Photograph  14.1 cm x 8.0 cm,"South Terrace east, 5 September 1957. Left side of house is 81 yards east of Vincent Street. Frontage: 18 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13899.jpg,665
b20629709,http://www.catalog.slsa.sa.gov.au/record=b2062970,http://www.catalog.slsa.sa.gov.au/xrecord=b2062970,"State Library of South Australia, photographer","South Terrace, North Side",1965,Photograph  21.6 cm x 15.8 cm,"North Terrace, north side, 2 July 1965. St.Andrew's Private Hospital",,http://images.slsa.sa.gov.au/mpcimg/16250/B16124.jpg,665
b20629710,http://www.catalog.slsa.sa.gov.au/record=b2062971,http://www.catalog.slsa.sa.gov.au/xrecord=b2062971,"State Library of South Australia, photographer","South Terrace, North Side",1980,photograph,"South Terrace, north side, 1 February 1980. Property lies between Vincent Street and St.John's Lane. South Terrace frontage is 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37970.jpg,665
b20629722,http://www.catalog.slsa.sa.gov.au/record=b2062972,http://www.catalog.slsa.sa.gov.au/xrecord=b2062972,"State Library of South Australia, photographer","South Terrace, North Side",1980,photograph,"South Terrace, north side, 1 February 1980. Property lies between Vincent Street and St.John's Lane. South Terrace frontage is 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37971.jpg,665
